entry,exit,total_return,annualized,max_dd,trades,win_rate,calmar
唐奇安突破&量价突破,移动止盈&唐奇安下轨,9.85,0.88,-28.62,7,57.14,0.03
唐奇安突破&量价突破,移动止盈/双均线死叉,20.29,1.75,-25.17,10,50.0,0.07
唐奇安突破&量价突破,移动止盈&双均线死叉,91.98,6.31,-19.16,4,75.0,0.33
唐奇安突破&量价突破,唐奇安下轨/双均线死叉,17.97,1.56,-12.36,11,54.55,0.13
唐奇安突破&量价突破,唐奇安下轨&双均线死叉,83.64,5.86,-18.53,4,75.0,0.32
唐奇安突破&量价突破,跌破均线/吊灯ATR/移动止盈,40.22,3.22,-11.2,8,62.5,0.29
唐奇安突破&量价突破,跌破均线&吊灯ATR&移动止盈,14.73,1.3,-27.22,7,57.14,0.05
唐奇安突破&量价突破,跌破均线/吊灯ATR/唐奇安下轨,40.22,3.22,-11.2,8,62.5,0.29
唐奇安突破&量价突破,跌破均线&吊灯ATR&唐奇安下轨,24.22,2.05,-20.49,8,50.0,0.1
唐奇安突破&量价突破,跌破均线/吊灯ATR/双均线死叉,17.01,1.48,-11.11,11,54.55,0.13
唐奇安突破&量价突破,跌破均线&吊灯ATR&双均线死叉,104.42,6.93,-18.53,4,75.0,0.37
唐奇安突破&量价突破,跌破均线/移动止盈/唐奇安下轨,33.0,2.71,-12.5,8,50.0,0.22
唐奇安突破&量价突破,跌破均线&移动止盈&唐奇安下轨,9.85,0.88,-28.62,7,57.14,0.03
唐奇安突破&量价突破,跌破均线/移动止盈/双均线死叉,16.46,1.44,-11.2,11,45.45,0.13
唐奇安突破&量价突破,跌破均线&移动止盈&双均线死叉,92.15,6.31,-19.16,4,75.0,0.33
唐奇安突破&量价突破,跌破均线/唐奇安下轨/双均线死叉,16.46,1.44,-11.2,11,45.45,0.13
唐奇安突破&量价突破,跌破均线&唐奇安下轨&双均线死叉,83.64,5.86,-18.53,4,75.0,0.32
唐奇安突破&量价突破,吊灯ATR/移动止盈/唐奇安下轨,45.64,3.59,-11.45,8,62.5,0.31
唐奇安突破&量价突破,吊灯ATR&移动止盈&唐奇安下轨,9.85,0.88,-28.62,7,57.14,0.03
唐奇安突破&量价突破,吊灯ATR/移动止盈/双均线死叉,12.45,1.11,-18.61,11,45.45,0.06
唐奇安突破&量价突破,吊灯ATR&移动止盈&双均线死叉,91.98,6.31,-19.16,4,75.0,0.33
唐奇安突破&量价突破,吊灯ATR/唐奇安下轨/双均线死叉,17.01,1.48,-11.11,11,54.55,0.13
唐奇安突破&量价突破,吊灯ATR&唐奇安下轨&双均线死叉,83.08,5.83,-18.53,4,75.0,0.31
唐奇安突破&量价突破,移动止盈/唐奇安下轨/双均线死叉,17.97,1.56,-12.36,11,54.55,0.13
唐奇安突破&量价突破,移动止盈&唐奇安下轨&双均线死叉,72.39,5.24,-20.72,4,75.0,0.25
唐奇安突破&量价突破,跌破均线/吊灯ATR/移动止盈/唐奇安下轨,40.22,3.22,-11.2,8,62.5,0.29
唐奇安突破&量价突破,跌破均线&吊灯ATR&移动止盈&唐奇安下轨,9.85,0.88,-28.62,7,57.14,0.03
唐奇安突破&量价突破,跌破均线/吊灯ATR/移动止盈/双均线死叉,17.01,1.48,-11.11,11,54.55,0.13
唐奇安突破&量价突破,跌破均线&吊灯ATR&移动止盈&双均线死叉,92.15,6.31,-19.16,4,75.0,0.33
唐奇安突破&量价突破,跌破均线/吊灯ATR/唐奇安下轨/双均线死叉,17.01,1.48,-11.11,11,54.55,0.13
唐奇安突破&量价突破,跌破均线&吊灯ATR&唐奇安下轨&双均线死叉,83.08,5.83,-18.53,4,75.0,0.31
唐奇安突破&量价突破,跌破均线/移动止盈/唐奇安下轨/双均线死叉,16.46,1.44,-11.2,11,45.45,0.13
唐奇安突破&量价突破,跌破均线&移动止盈&唐奇安下轨&双均线死叉,72.39,5.24,-20.72,4,75.0,0.25
唐奇安突破&量价突破,吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,17.01,1.48,-11.11,11,54.55,0.13
唐奇安突破&量价突破,吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,72.39,5.24,-20.72,4,75.0,0.25
唐奇安突破&量价突破,跌破均线/吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,17.01,1.48,-11.11,11,54.55,0.13
唐奇安突破&量价突破,跌破均线&吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,72.39,5.24,-20.72,4,75.0,0.25
均线多头排列/MACD金叉,跌破均线,2.93,0.27,-41.38,71,29.58,0.01
均线多头排列/MACD金叉,吊灯ATR,9.58,0.86,-36.41,48,31.25,0.02
均线多头排列/MACD金叉,移动止盈,30.3,2.51,-45.17,20,45.0,0.06
均线多头排列/MACD金叉,唐奇安下轨,66.82,4.91,-37.11,50,30.0,0.13
均线多头排列/MACD金叉,双均线死叉,16.93,1.48,-48.66,41,46.34,0.03
均线多头排列/MACD金叉,跌破均线/吊灯ATR,0.45,0.04,-41.1,72,30.56,0.0
均线多头排列/MACD金叉,跌破均线&吊灯ATR,12.29,1.09,-37.32,47,29.79,0.03
均线多头排列/MACD金叉,跌破均线/移动止盈,-0.96,-0.09,-41.38,71,29.58,-0.0
均线多头排列/MACD金叉,跌破均线&移动止盈,31.85,2.63,-44.51,20,45.0,0.06
均线多头排列/MACD金叉,跌破均线/唐奇安下轨,2.93,0.27,-41.38,71,29.58,0.01
均线多头排列/MACD金叉,跌破均线&唐奇安下轨,66.82,4.91,-37.11,50,30.0,0.13
均线多头排列/MACD金叉,跌破均线/双均线死叉,14.63,1.29,-35.77,76,38.16,0.04
均线多头排列/MACD金叉,跌破均线&双均线死叉,25.28,2.14,-56.14,31,29.03,0.04
均线多头排列/MACD金叉,吊灯ATR/移动止盈,9.58,0.86,-36.41,48,31.25,0.02
均线多头排列/MACD金叉,吊灯ATR&移动止盈,30.3,2.51,-45.17,20,45.0,0.06
均线多头排列/MACD金叉,吊灯ATR/唐奇安下轨,29.17,2.43,-35.17,57,31.58,0.07
均线多头排列/MACD金叉,吊灯ATR&唐奇安下轨,46.88,3.67,-34.74,41,31.71,0.11
均线多头排列/MACD金叉,吊灯ATR/双均线死叉,-5.13,-0.49,-42.86,63,38.1,-0.01
均线多头排列/MACD金叉,吊灯ATR&双均线死叉,57.28,4.34,-48.66,26,34.62,0.09
均线多头排列/MACD金叉,移动止盈/唐奇安下轨,52.39,4.03,-37.11,51,29.41,0.11
均线多头排列/MACD金叉,移动止盈&唐奇安下轨,39.89,3.2,-39.97,19,47.37,0.08
均线多头排列/MACD金叉,移动止盈/双均线死叉,3.88,0.36,-44.71,49,40.82,0.01
均线多头排列/MACD金叉,移动止盈&双均线死叉,41.51,3.31,-48.66,15,40.0,0.07
均线多头排列/MACD金叉,唐奇安下轨/双均线死叉,34.51,2.82,-28.92,62,40.32,0.1
均线多头排列/MACD金叉,唐奇安下轨&双均线死叉,54.63,4.17,-50.59,25,28.0,0.08
均线多头排列/MACD金叉,跌破均线/吊灯ATR/移动止盈,0.45,0.04,-41.1,72,30.56,0.0
均线多头排列/MACD金叉,跌破均线&吊灯ATR&移动止盈,31.85,2.63,-44.51,20,45.0,0.06
均线多头排列/MACD金叉,跌破均线/吊灯ATR/唐奇安下轨,0.45,0.04,-41.1,72,30.56,0.0
均线多头排列/MACD金叉,跌破均线&吊灯ATR&唐奇安下轨,46.88,3.67,-34.74,41,31.71,0.11
均线多头排列/MACD金叉,跌破均线/吊灯ATR/双均线死叉,10.78,0.96,-35.47,77,38.96,0.03
均线多头排列/MACD金叉,跌破均线&吊灯ATR&双均线死叉,49.69,3.85,-51.13,24,33.33,0.08
均线多头排列/MACD金叉,跌破均线/移动止盈/唐奇安下轨,-0.96,-0.09,-41.38,71,29.58,-0.0
均线多头排列/MACD金叉,跌破均线&移动止盈&唐奇安下轨,39.89,3.2,-39.97,19,47.37,0.08
均线多头排列/MACD金叉,跌破均线/移动止盈/双均线死叉,14.63,1.29,-35.77,76,38.16,0.04
均线多头排列/MACD金叉,跌破均线&移动止盈&双均线死叉,36.79,2.98,-50.3,14,35.71,0.06
均线多头排列/MACD金叉,跌破均线/唐奇安下轨/双均线死叉,14.63,1.29,-35.77,76,38.16,0.04
均线多头排列/MACD金叉,跌破均线&唐奇安下轨&双均线死叉,54.63,4.17,-50.59,25,28.0,0.08
均线多头排列/MACD金叉,吊灯ATR/移动止盈/唐奇安下轨,29.17,2.43,-35.17,57,31.58,0.07
均线多头排列/MACD金叉,吊灯ATR&移动止盈&唐奇安下轨,39.89,3.2,-39.97,19,47.37,0.08
均线多头排列/MACD金叉,吊灯ATR/移动止盈/双均线死叉,-5.13,-0.49,-42.86,63,38.1,-0.01
均线多头排列/MACD金叉,吊灯ATR&移动止盈&双均线死叉,41.51,3.31,-48.66,15,40.0,0.07
均线多头排列/MACD金叉,吊灯ATR/唐奇安下轨/双均线死叉,8.09,0.73,-35.01,68,41.18,0.02
均线多头排列/MACD金叉,吊灯ATR&唐奇安下轨&双均线死叉,40.31,3.23,-51.85,22,27.27,0.06
均线多头排列/MACD金叉,移动止盈/唐奇安下轨/双均线死叉,34.51,2.82,-28.92,62,40.32,0.1
均线多头排列/MACD金叉,移动止盈&唐奇安下轨&双均线死叉,33.42,2.74,-51.65,13,38.46,0.05
均线多头排列/MACD金叉,跌破均线/吊灯ATR/移动止盈/唐奇安下轨,0.45,0.04,-41.1,72,30.56,0.0
均线多头排列/MACD金叉,跌破均线&吊灯ATR&移动止盈&唐奇安下轨,39.89,3.2,-39.97,19,47.37,0.08
均线多头排列/MACD金叉,跌破均线/吊灯ATR/移动止盈/双均线死叉,10.78,0.96,-35.47,77,38.96,0.03
均线多头排列/MACD金叉,跌破均线&吊灯ATR&移动止盈&双均线死叉,36.79,2.98,-50.3,14,35.71,0.06
均线多头排列/MACD金叉,跌破均线/吊灯ATR/唐奇安下轨/双均线死叉,10.78,0.96,-35.47,77,38.96,0.03
均线多头排列/MACD金叉,跌破均线&吊灯ATR&唐奇安下轨&双均线死叉,40.31,3.23,-51.85,22,27.27,0.06
均线多头排列/MACD金叉,跌破均线/移动止盈/唐奇安下轨/双均线死叉,14.63,1.29,-35.77,76,38.16,0.04
均线多头排列/MACD金叉,跌破均线&移动止盈&唐奇安下轨&双均线死叉,33.42,2.74,-51.65,13,38.46,0.05
均线多头排列/MACD金叉,吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,8.09,0.73,-35.01,68,41.18,0.02
均线多头排列/MACD金叉,吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,33.42,2.74,-51.65,13,38.46,0.05
均线多头排列/MACD金叉,跌破均线/吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,10.78,0.96,-35.47,77,38.96,0.03
均线多头排列/MACD金叉,跌破均线&吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,33.42,2.74,-51.65,13,38.46,0.05
均线多头排列&MACD金叉,跌破均线,-20.36,-2.11,-42.36,47,21.28,-0.05
均线多头排列&MACD金叉,吊灯ATR,-36.34,-4.15,-49.12,36,22.22,-0.08
均线多头排列&MACD金叉,移动止盈,-33.38,-3.74,-56.17,17,23.53,-0.07
均线多头排列&MACD金叉,唐奇安下轨,-12.59,-1.25,-38.53,34,26.47,-0.03
均线多头排列&MACD金叉,双均线死叉,-20.86,-2.17,-48.66,45,44.44,-0.04
均线多头排列&MACD金叉,跌破均线/吊灯ATR,-25.67,-2.74,-42.23,49,20.41,-0.06
均线多头排列&MACD金叉,跌破均线&吊灯ATR,-36.15,-4.12,-52.47,35,22.86,-0.08
均线多头排列&MACD金叉,跌破均线/移动止盈,-24.29,-2.58,-45.2,48,20.83,-0.06
均线多头排列&MACD金叉,跌破均线&移动止盈,-35.86,-4.08,-57.81,17,23.53,-0.07
均线多头排列&MACD金叉,跌破均线/唐奇安下轨,-20.36,-2.11,-42.36,47,21.28,-0.05
均线多头排列&MACD金叉,跌破均线&唐奇安下轨,-12.59,-1.25,-38.53,34,26.47,-0.03
均线多头排列&MACD金叉,跌破均线/双均线死叉,-16.69,-1.7,-38.4,66,36.36,-0.04
均线多头排列&MACD金叉,跌破均线&双均线死叉,-3.86,-0.37,-49.74,21,23.81,-0.01
均线多头排列&MACD金叉,吊灯ATR/移动止盈,-36.34,-4.15,-49.12,36,22.22,-0.08
均线多头排列&MACD金叉,吊灯ATR&移动止盈,-33.38,-3.74,-56.17,17,23.53,-0.07
均线多头排列&MACD金叉,吊灯ATR/唐奇安下轨,-26.18,-2.81,-40.58,40,22.5,-0.07
均线多头排列&MACD金叉,吊灯ATR&唐奇安下轨,-25.45,-2.72,-45.49,30,23.33,-0.06
均线多头排列&MACD金叉,吊灯ATR/双均线死叉,-32.29,-3.59,-43.49,59,38.98,-0.08
均线多头排列&MACD金叉,吊灯ATR&双均线死叉,-10.13,-1.0,-48.66,20,25.0,-0.02
均线多头排列&MACD金叉,移动止盈/唐奇安下轨,-16.9,-1.72,-38.73,35,25.71,-0.04
均线多头排列&MACD金叉,移动止盈&唐奇安下轨,-29.92,-3.28,-53.9,16,25.0,-0.06
均线多头排列&MACD金叉,移动止盈/双均线死叉,-38.13,-4.4,-50.51,50,42.0,-0.09
均线多头排列&MACD金叉,移动止盈&双均线死叉,-8.51,-0.83,-52.28,12,16.67,-0.02
均线多头排列&MACD金叉,唐奇安下轨/双均线死叉,-13.72,-1.37,-33.36,57,42.11,-0.04
均线多头排列&MACD金叉,唐奇安下轨&双均线死叉,-7.85,-0.76,-48.66,17,23.53,-0.02
均线多头排列&MACD金叉,跌破均线/吊灯ATR/移动止盈,-25.67,-2.74,-42.23,49,20.41,-0.06
均线多头排列&MACD金叉,跌破均线&吊灯ATR&移动止盈,-35.86,-4.08,-57.81,17,23.53,-0.07
均线多头排列&MACD金叉,跌破均线/吊灯ATR/唐奇安下轨,-25.67,-2.74,-42.23,49,20.41,-0.06
均线多头排列&MACD金叉,跌破均线&吊灯ATR&唐奇安下轨,-25.45,-2.72,-45.49,30,23.33,-0.06
均线多头排列&MACD金叉,跌破均线/吊灯ATR/双均线死叉,-22.06,-2.31,-38.11,67,35.82,-0.06
均线多头排列&MACD金叉,跌破均线&吊灯ATR&双均线死叉,-17.52,-1.79,-52.03,18,27.78,-0.03
均线多头排列&MACD金叉,跌破均线/移动止盈/唐奇安下轨,-24.29,-2.58,-45.2,48,20.83,-0.06
均线多头排列&MACD金叉,跌破均线&移动止盈&唐奇安下轨,-29.92,-3.28,-53.9,16,25.0,-0.06
均线多头排列&MACD金叉,跌破均线/移动止盈/双均线死叉,-16.69,-1.7,-38.4,66,36.36,-0.04
均线多头排列&MACD金叉,跌破均线&移动止盈&双均线死叉,-15.32,-1.55,-50.72,11,18.18,-0.03
均线多头排列&MACD金叉,跌破均线/唐奇安下轨/双均线死叉,-16.69,-1.7,-38.4,66,36.36,-0.04
均线多头排列&MACD金叉,跌破均线&唐奇安下轨&双均线死叉,-7.85,-0.76,-48.66,17,23.53,-0.02
均线多头排列&MACD金叉,吊灯ATR/移动止盈/唐奇安下轨,-26.18,-2.81,-40.58,40,22.5,-0.07
均线多头排列&MACD金叉,吊灯ATR&移动止盈&唐奇安下轨,-29.92,-3.28,-53.9,16,25.0,-0.06
均线多头排列&MACD金叉,吊灯ATR/移动止盈/双均线死叉,-32.29,-3.59,-43.49,59,38.98,-0.08
均线多头排列&MACD金叉,吊灯ATR&移动止盈&双均线死叉,-8.51,-0.83,-52.28,12,16.67,-0.02
均线多头排列&MACD金叉,吊灯ATR/唐奇安下轨/双均线死叉,-26.96,-2.9,-37.45,62,38.71,-0.08
均线多头排列&MACD金叉,吊灯ATR&唐奇安下轨&双均线死叉,-19.16,-1.97,-49.9,16,18.75,-0.04
均线多头排列&MACD金叉,移动止盈/唐奇安下轨/双均线死叉,-13.72,-1.37,-33.36,57,42.11,-0.04
均线多头排列&MACD金叉,移动止盈&唐奇安下轨&双均线死叉,-14.86,-1.5,-49.9,10,20.0,-0.03
均线多头排列&MACD金叉,跌破均线/吊灯ATR/移动止盈/唐奇安下轨,-25.67,-2.74,-42.23,49,20.41,-0.06
均线多头排列&MACD金叉,跌破均线&吊灯ATR&移动止盈&唐奇安下轨,-29.92,-3.28,-53.9,16,25.0,-0.06
均线多头排列&MACD金叉,跌破均线/吊灯ATR/移动止盈/双均线死叉,-22.06,-2.31,-38.11,67,35.82,-0.06
均线多头排列&MACD金叉,跌破均线&吊灯ATR&移动止盈&双均线死叉,-15.32,-1.55,-50.72,11,18.18,-0.03
均线多头排列&MACD金叉,跌破均线/吊灯ATR/唐奇安下轨/双均线死叉,-22.06,-2.31,-38.11,67,35.82,-0.06
均线多头排列&MACD金叉,跌破均线&吊灯ATR&唐奇安下轨&双均线死叉,-19.16,-1.97,-49.9,16,18.75,-0.04
均线多头排列&MACD金叉,跌破均线/移动止盈/唐奇安下轨/双均线死叉,-16.69,-1.7,-38.4,66,36.36,-0.04
均线多头排列&MACD金叉,跌破均线&移动止盈&唐奇安下轨&双均线死叉,-14.86,-1.5,-49.9,10,20.0,-0.03
均线多头排列&MACD金叉,吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,-26.96,-2.9,-37.45,62,38.71,-0.08
均线多头排列&MACD金叉,吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,-14.86,-1.5,-49.9,10,20.0,-0.03
均线多头排列&MACD金叉,跌破均线/吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,-22.06,-2.31,-38.11,67,35.82,-0.06
均线多头排列&MACD金叉,跌破均线&吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,-14.86,-1.5,-49.9,10,20.0,-0.03
均线多头排列/量价突破,跌破均线,14.38,1.27,-30.69,51,23.53,0.04
均线多头排列/量价突破,吊灯ATR,-17.28,-1.76,-43.34,39,28.21,-0.04
均线多头排列/量价突破,移动止盈,-8.12,-0.79,-40.99,18,33.33,-0.02
均线多头排列/量价突破,唐奇安下轨,24.54,2.08,-36.94,36,30.56,0.06
均线多头排列/量价突破,双均线死叉,-6.37,-0.62,-48.66,52,46.15,-0.01
均线多头排列/量价突破,跌破均线/吊灯ATR,10.29,0.92,-30.69,53,24.53,0.03
均线多头排列/量价突破,跌破均线&吊灯ATR,-18.55,-1.91,-43.6,38,26.32,-0.04
均线多头排列/量价突破,跌破均线/移动止盈,8.74,0.79,-30.69,52,23.08,0.03
均线多头排列/量价突破,跌破均线&移动止盈,-10.66,-1.05,-42.62,18,33.33,-0.02
均线多头排列/量价突破,跌破均线/唐奇安下轨,14.38,1.27,-30.69,51,23.53,0.04
均线多头排列/量价突破,跌破均线&唐奇安下轨,24.54,2.08,-36.94,36,30.56,0.06
均线多头排列/量价突破,跌破均线/双均线死叉,6.1,0.56,-28.25,75,38.67,0.02
均线多头排列/量价突破,跌破均线&双均线死叉,24.01,2.04,-49.76,23,26.09,0.04
均线多头排列/量价突破,吊灯ATR/移动止盈,-17.28,-1.76,-43.34,39,28.21,-0.04
均线多头排列/量价突破,吊灯ATR&移动止盈,-8.12,-0.79,-40.99,18,33.33,-0.02
均线多头排列/量价突破,吊灯ATR/唐奇安下轨,1.54,0.14,-34.99,43,27.91,0.0
均线多头排列/量价突破,吊灯ATR&唐奇安下轨,5.5,0.5,-33.78,32,28.12,0.01
均线多头排列/量价突破,吊灯ATR/双均线死叉,-17.21,-1.75,-37.43,67,41.79,-0.05
均线多头排列/量价突破,吊灯ATR&双均线死叉,13.01,1.15,-48.66,22,27.27,0.02
均线多头排列/量价突破,移动止盈/唐奇安下轨,18.4,1.6,-36.94,37,29.73,0.04
均线多头排列/量价突破,移动止盈&唐奇安下轨,-5.22,-0.5,-38.27,17,35.29,-0.01
均线多头排列/量价突破,移动止盈/双均线死叉,-18.04,-1.85,-39.54,57,43.86,-0.05
均线多头排列/量价突破,移动止盈&双均线死叉,12.69,1.13,-48.66,13,23.08,0.02
均线多头排列/量价突破,唐奇安下轨/双均线死叉,15.45,1.36,-21.83,64,45.31,0.06
均线多头排列/量价突破,唐奇安下轨&双均线死叉,16.1,1.41,-50.27,19,26.32,0.03
均线多头排列/量价突破,跌破均线/吊灯ATR/移动止盈,10.29,0.92,-30.69,53,24.53,0.03
均线多头排列/量价突破,跌破均线&吊灯ATR&移动止盈,-10.66,-1.05,-42.62,18,33.33,-0.02
均线多头排列/量价突破,跌破均线/吊灯ATR/唐奇安下轨,10.29,0.92,-30.69,53,24.53,0.03
均线多头排列/量价突破,跌破均线&吊灯ATR&唐奇安下轨,5.5,0.5,-33.78,32,28.12,0.01
均线多头排列/量价突破,跌破均线/吊灯ATR/双均线死叉,2.54,0.24,-27.91,76,39.47,0.01
均线多头排列/量价突破,跌破均线&吊灯ATR&双均线死叉,3.71,0.34,-53.21,20,30.0,0.01
均线多头排列/量价突破,跌破均线/移动止盈/唐奇安下轨,8.74,0.79,-30.69,52,23.08,0.03
均线多头排列/量价突破,跌破均线&移动止盈&唐奇安下轨,-5.22,-0.5,-38.27,17,35.29,-0.01
均线多头排列/量价突破,跌破均线/移动止盈/双均线死叉,6.1,0.56,-28.25,75,38.67,0.02
均线多头排列/量价突破,跌破均线&移动止盈&双均线死叉,4.3,0.4,-48.66,12,25.0,0.01
均线多头排列/量价突破,跌破均线/唐奇安下轨/双均线死叉,6.1,0.56,-28.25,75,38.67,0.02
均线多头排列/量价突破,跌破均线&唐奇安下轨&双均线死叉,16.1,1.41,-50.27,19,26.32,0.03
均线多头排列/量价突破,吊灯ATR/移动止盈/唐奇安下轨,1.54,0.14,-34.99,43,27.91,0.0
均线多头排列/量价突破,吊灯ATR&移动止盈&唐奇安下轨,-5.22,-0.5,-38.27,17,35.29,-0.01
均线多头排列/量价突破,吊灯ATR/移动止盈/双均线死叉,-17.21,-1.75,-37.43,67,41.79,-0.05
均线多头排列/量价突破,吊灯ATR&移动止盈&双均线死叉,12.69,1.13,-48.66,13,23.08,0.02
均线多头排列/量价突破,吊灯ATR/唐奇安下轨/双均线死叉,-5.65,-0.54,-26.63,70,42.86,-0.02
均线多头排列/量价突破,吊灯ATR&唐奇安下轨&双均线死叉,1.16,0.11,-52.19,18,22.22,0.0
均线多头排列/量价突破,移动止盈/唐奇安下轨/双均线死叉,15.45,1.36,-21.83,64,45.31,0.06
均线多头排列/量价突破,移动止盈&唐奇安下轨&双均线死叉,2.85,0.26,-48.66,11,27.27,0.01
均线多头排列/量价突破,跌破均线/吊灯ATR/移动止盈/唐奇安下轨,10.29,0.92,-30.69,53,24.53,0.03
均线多头排列/量价突破,跌破均线&吊灯ATR&移动止盈&唐奇安下轨,-5.22,-0.5,-38.27,17,35.29,-0.01
均线多头排列/量价突破,跌破均线/吊灯ATR/移动止盈/双均线死叉,2.54,0.24,-27.91,76,39.47,0.01
均线多头排列/量价突破,跌破均线&吊灯ATR&移动止盈&双均线死叉,4.3,0.4,-48.66,12,25.0,0.01
均线多头排列/量价突破,跌破均线/吊灯ATR/唐奇安下轨/双均线死叉,2.54,0.24,-27.91,76,39.47,0.01
均线多头排列/量价突破,跌破均线&吊灯ATR&唐奇安下轨&双均线死叉,1.16,0.11,-52.19,18,22.22,0.0
均线多头排列/量价突破,跌破均线/移动止盈/唐奇安下轨/双均线死叉,6.1,0.56,-28.25,75,38.67,0.02
均线多头排列/量价突破,跌破均线&移动止盈&唐奇安下轨&双均线死叉,2.85,0.26,-48.66,11,27.27,0.01
均线多头排列/量价突破,吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,-5.65,-0.54,-26.63,70,42.86,-0.02
均线多头排列/量价突破,吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,2.85,0.26,-48.66,11,27.27,0.01
均线多头排列/量价突破,跌破均线/吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,2.54,0.24,-27.91,76,39.47,0.01
均线多头排列/量价突破,跌破均线&吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,2.85,0.26,-48.66,11,27.27,0.01
均线多头排列&量价突破,跌破均线,-1.78,-0.17,-23.59,6,33.33,-0.01
均线多头排列&量价突破,吊灯ATR,-8.2,-0.8,-25.68,6,33.33,-0.03
均线多头排列&量价突破,移动止盈,-14.44,-1.45,-30.73,5,40.0,-0.05
均线多头排列&量价突破,唐奇安下轨,3.27,0.3,-22.6,6,50.0,0.01
均线多头排列&量价突破,双均线死叉,43.06,3.41,-18.32,6,50.0,0.19
均线多头排列&量价突破,跌破均线/吊灯ATR,-0.36,-0.03,-18.08,6,50.0,-0.0
均线多头排列&量价突破,跌破均线&吊灯ATR,-9.52,-0.93,-30.68,6,16.67,-0.03
均线多头排列&量价突破,跌破均线/移动止盈,-5.49,-0.53,-22.3,6,33.33,-0.02
均线多头排列&量价突破,跌破均线&移动止盈,-12.12,-1.2,-31.87,5,40.0,-0.04
均线多头排列&量价突破,跌破均线/唐奇安下轨,-1.78,-0.17,-23.59,6,33.33,-0.01
均线多头排列&量价突破,跌破均线&唐奇安下轨,3.27,0.3,-22.6,6,50.0,0.01
均线多头排列&量价突破,跌破均线/双均线死叉,-5.38,-0.52,-18.47,9,33.33,-0.03
均线多头排列&量价突破,跌破均线&双均线死叉,49.6,3.85,-26.72,2,50.0,0.14
均线多头排列&量价突破,吊灯ATR/移动止盈,-8.2,-0.8,-25.68,6,33.33,-0.03
均线多头排列&量价突破,吊灯ATR&移动止盈,-14.44,-1.45,-30.73,5,40.0,-0.05
均线多头排列&量价突破,吊灯ATR/唐奇安下轨,3.78,0.35,-18.08,6,50.0,0.02
均线多头排列&量价突破,吊灯ATR&唐奇安下轨,-8.65,-0.85,-29.78,6,33.33,-0.03
均线多头排列&量价突破,吊灯ATR/双均线死叉,-14.82,-1.49,-25.0,9,33.33,-0.06
均线多头排列&量价突破,吊灯ATR&双均线死叉,54.31,4.15,-18.32,2,50.0,0.23
均线多头排列&量价突破,移动止盈/唐奇安下轨,-0.3,-0.03,-21.3,6,50.0,-0.0
均线多头排列&量价突破,移动止盈&唐奇安下轨,-14.21,-1.43,-31.87,5,40.0,-0.04
均线多头排列&量价突破,移动止盈/双均线死叉,-8.89,-0.87,-25.3,8,37.5,-0.03
均线多头排列&量价突破,移动止盈&双均线死叉,47.05,3.68,-22.16,2,50.0,0.17
均线多头排列&量价突破,唐奇安下轨/双均线死叉,-4.16,-0.4,-17.41,9,44.44,-0.02
均线多头排列&量价突破,唐奇安下轨&双均线死叉,34.63,2.83,-33.59,2,50.0,0.08
均线多头排列&量价突破,跌破均线/吊灯ATR/移动止盈,-0.36,-0.03,-18.08,6,50.0,-0.0
均线多头排列&量价突破,跌破均线&吊灯ATR&移动止盈,-12.12,-1.2,-31.87,5,40.0,-0.04
均线多头排列&量价突破,跌破均线/吊灯ATR/唐奇安下轨,-0.36,-0.03,-18.08,6,50.0,-0.0
均线多头排列&量价突破,跌破均线&吊灯ATR&唐奇安下轨,-8.65,-0.85,-29.78,6,33.33,-0.03
均线多头排列&量价突破,跌破均线/吊灯ATR/双均线死叉,-4.94,-0.47,-18.08,9,44.44,-0.03
均线多头排列&量价突破,跌破均线&吊灯ATR&双均线死叉,49.6,3.85,-26.72,2,50.0,0.14
均线多头排列&量价突破,跌破均线/移动止盈/唐奇安下轨,-5.49,-0.53,-22.3,6,33.33,-0.02
均线多头排列&量价突破,跌破均线&移动止盈&唐奇安下轨,-14.21,-1.43,-31.87,5,40.0,-0.04
均线多头排列&量价突破,跌破均线/移动止盈/双均线死叉,-5.38,-0.52,-18.47,9,33.33,-0.03
均线多头排列&量价突破,跌破均线&移动止盈&双均线死叉,47.18,3.69,-27.9,2,50.0,0.13
均线多头排列&量价突破,跌破均线/唐奇安下轨/双均线死叉,-5.38,-0.52,-18.47,9,33.33,-0.03
均线多头排列&量价突破,跌破均线&唐奇安下轨&双均线死叉,34.63,2.83,-33.59,2,50.0,0.08
