entry,exit,total_return,annualized,max_dd,trades,win_rate,calmar
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,移动止盈&唐奇安下轨,18.85,1.63,-50.09,16,43.75,0.03
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,移动止盈/双均线死叉,11.69,1.04,-30.92,43,39.53,0.03
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,移动止盈&双均线死叉,44.34,3.5,-51.69,16,37.5,0.07
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,唐奇安下轨/双均线死叉,32.63,2.68,-18.15,44,43.18,0.15
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,唐奇安下轨&双均线死叉,67.29,4.94,-53.24,26,26.92,0.09
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线/吊灯ATR/移动止盈,54.17,4.14,-34.29,37,40.54,0.12
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线&吊灯ATR&移动止盈,24.12,2.05,-49.11,16,43.75,0.04
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线/吊灯ATR/唐奇安下轨,54.17,4.14,-34.29,37,40.54,0.12
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线&吊灯ATR&唐奇安下轨,72.74,5.26,-34.23,27,40.74,0.15
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线/吊灯ATR/双均线死叉,46.05,3.62,-13.03,45,48.89,0.28
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线&吊灯ATR&双均线死叉,57.91,4.38,-54.9,25,32.0,0.08
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线/移动止盈/唐奇安下轨,56.33,4.28,-34.29,37,40.54,0.12
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线&移动止盈&唐奇安下轨,18.85,1.63,-50.09,16,43.75,0.03
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线/移动止盈/双均线死叉,46.05,3.62,-13.03,45,48.89,0.28
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线&移动止盈&双均线死叉,32.54,2.68,-56.22,15,33.33,0.05
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线/唐奇安下轨/双均线死叉,46.05,3.62,-13.03,45,48.89,0.28
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线&唐奇安下轨&双均线死叉,67.29,4.94,-53.24,26,26.92,0.09
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,吊灯ATR/移动止盈/唐奇安下轨,76.97,5.5,-34.4,32,37.5,0.16
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,吊灯ATR&移动止盈&唐奇安下轨,18.85,1.63,-50.09,16,43.75,0.03
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,吊灯ATR/移动止盈/双均线死叉,51.57,3.98,-13.64,43,46.51,0.29
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,吊灯ATR&移动止盈&双均线死叉,44.34,3.5,-51.69,16,37.5,0.07
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,吊灯ATR/唐奇安下轨/双均线死叉,34.2,2.8,-18.15,44,45.45,0.15
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,吊灯ATR&唐奇安下轨&双均线死叉,48.01,3.74,-55.56,23,26.09,0.07
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,移动止盈/唐奇安下轨/双均线死叉,32.63,2.68,-18.15,44,43.18,0.15
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,移动止盈&唐奇安下轨&双均线死叉,30.74,2.54,-56.93,14,35.71,0.04
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线/吊灯ATR/移动止盈/唐奇安下轨,54.17,4.14,-34.29,37,40.54,0.12
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线&吊灯ATR&移动止盈&唐奇安下轨,18.85,1.63,-50.09,16,43.75,0.03
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线/吊灯ATR/移动止盈/双均线死叉,46.05,3.62,-13.03,45,48.89,0.28
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线&吊灯ATR&移动止盈&双均线死叉,32.54,2.68,-56.22,15,33.33,0.05
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线/吊灯ATR/唐奇安下轨/双均线死叉,46.05,3.62,-13.03,45,48.89,0.28
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线&吊灯ATR&唐奇安下轨&双均线死叉,48.01,3.74,-55.56,23,26.09,0.07
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线/移动止盈/唐奇安下轨/双均线死叉,46.05,3.62,-13.03,45,48.89,0.28
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线&移动止盈&唐奇安下轨&双均线死叉,30.74,2.54,-56.93,14,35.71,0.04
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,34.2,2.8,-18.15,44,45.45,0.15
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,30.74,2.54,-56.93,14,35.71,0.04
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线/吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,46.05,3.62,-13.03,45,48.89,0.28
双均线金叉/唐奇安突破/均线多头排列/MACD金叉,跌破均线&吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,30.74,2.54,-56.93,14,35.71,0.04
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线,15.51,1.36,-14.53,18,33.33,0.09
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,吊灯ATR,-8.97,-0.88,-20.97,16,25.0,-0.04
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,移动止盈,-22.19,-2.33,-34.84,9,33.33,-0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,唐奇安下轨,13.79,1.22,-18.73,14,42.86,0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,双均线死叉,15.69,1.38,-35.77,7,42.86,0.04
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线/吊灯ATR,6.36,0.58,-14.13,19,31.58,0.04
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线&吊灯ATR,-1.13,-0.11,-20.97,15,26.67,-0.01
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线/移动止盈,15.51,1.36,-14.53,18,33.33,0.09
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线&移动止盈,-22.19,-2.33,-34.84,9,33.33,-0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线/唐奇安下轨,15.51,1.36,-14.53,18,33.33,0.09
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线&唐奇安下轨,13.79,1.22,-18.73,14,42.86,0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线/双均线死叉,15.51,1.36,-14.53,18,33.33,0.09
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线&双均线死叉,20.04,1.73,-32.62,6,50.0,0.05
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,吊灯ATR/移动止盈,-8.97,-0.88,-20.97,16,25.0,-0.04
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,吊灯ATR&移动止盈,-22.19,-2.33,-34.84,9,33.33,-0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,吊灯ATR/唐奇安下轨,-0.77,-0.07,-19.44,17,35.29,-0.0
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,吊灯ATR&唐奇安下轨,4.39,0.4,-21.0,13,30.77,0.02
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,吊灯ATR/双均线死叉,-8.97,-0.88,-20.97,16,25.0,-0.04
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,吊灯ATR&双均线死叉,15.69,1.38,-35.77,7,42.86,0.04
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,移动止盈/唐奇安下轨,13.79,1.22,-18.73,14,42.86,0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,移动止盈&唐奇安下轨,-22.19,-2.33,-34.84,9,33.33,-0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,移动止盈/双均线死叉,-26.25,-2.81,-38.23,10,30.0,-0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,移动止盈&双均线死叉,34.11,2.79,-32.24,5,40.0,0.09
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,唐奇安下轨/双均线死叉,13.79,1.22,-18.73,14,42.86,0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,唐奇安下轨&双均线死叉,24.44,2.07,-30.54,5,40.0,0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线/吊灯ATR/移动止盈,6.36,0.58,-14.13,19,31.58,0.04
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线&吊灯ATR&移动止盈,-22.19,-2.33,-34.84,9,33.33,-0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线/吊灯ATR/唐奇安下轨,6.36,0.58,-14.13,19,31.58,0.04
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线&吊灯ATR&唐奇安下轨,4.39,0.4,-21.0,13,30.77,0.02
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线/吊灯ATR/双均线死叉,6.36,0.58,-14.13,19,31.58,0.04
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线&吊灯ATR&双均线死叉,20.04,1.73,-32.62,6,50.0,0.05
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线/移动止盈/唐奇安下轨,15.51,1.36,-14.53,18,33.33,0.09
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线&移动止盈&唐奇安下轨,-22.19,-2.33,-34.84,9,33.33,-0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线/移动止盈/双均线死叉,15.51,1.36,-14.53,18,33.33,0.09
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线&移动止盈&双均线死叉,31.2,2.58,-33.71,5,40.0,0.08
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线/唐奇安下轨/双均线死叉,15.51,1.36,-14.53,18,33.33,0.09
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线&唐奇安下轨&双均线死叉,24.44,2.07,-30.54,5,40.0,0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,吊灯ATR/移动止盈/唐奇安下轨,-0.77,-0.07,-19.44,17,35.29,-0.0
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,吊灯ATR&移动止盈&唐奇安下轨,-22.19,-2.33,-34.84,9,33.33,-0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,吊灯ATR/移动止盈/双均线死叉,-8.97,-0.88,-20.97,16,25.0,-0.04
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,吊灯ATR&移动止盈&双均线死叉,34.11,2.79,-32.24,5,40.0,0.09
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,吊灯ATR/唐奇安下轨/双均线死叉,-0.77,-0.07,-19.44,17,35.29,-0.0
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,吊灯ATR&唐奇安下轨&双均线死叉,24.44,2.07,-30.54,5,40.0,0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,移动止盈/唐奇安下轨/双均线死叉,13.79,1.22,-18.73,14,42.86,0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,移动止盈&唐奇安下轨&双均线死叉,35.97,2.92,-30.54,4,50.0,0.1
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线/吊灯ATR/移动止盈/唐奇安下轨,6.36,0.58,-14.13,19,31.58,0.04
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线&吊灯ATR&移动止盈&唐奇安下轨,-22.19,-2.33,-34.84,9,33.33,-0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线/吊灯ATR/移动止盈/双均线死叉,6.36,0.58,-14.13,19,31.58,0.04
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线&吊灯ATR&移动止盈&双均线死叉,31.2,2.58,-33.71,5,40.0,0.08
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线/吊灯ATR/唐奇安下轨/双均线死叉,6.36,0.58,-14.13,19,31.58,0.04
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线&吊灯ATR&唐奇安下轨&双均线死叉,24.44,2.07,-30.54,5,40.0,0.07
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线/移动止盈/唐奇安下轨/双均线死叉,15.51,1.36,-14.53,18,33.33,0.09
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线&移动止盈&唐奇安下轨&双均线死叉,35.97,2.92,-30.54,4,50.0,0.1
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,-0.77,-0.07,-19.44,17,35.29,-0.0
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,35.97,2.92,-30.54,4,50.0,0.1
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线/吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,6.36,0.58,-14.13,19,31.58,0.04
双均线金叉&唐奇安突破&均线多头排列&MACD金叉,跌破均线&吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,35.97,2.92,-30.54,4,50.0,0.1
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线,101.71,6.8,-25.11,33,42.42,0.27
双均线金叉/唐奇安突破/均线多头排列/量价突破,吊灯ATR,85.39,5.96,-28.98,26,38.46,0.21
双均线金叉/唐奇安突破/均线多头排列/量价突破,移动止盈,40.51,3.24,-37.93,15,46.67,0.09
双均线金叉/唐奇安突破/均线多头排列/量价突破,唐奇安下轨,82.67,5.81,-31.66,28,32.14,0.18
双均线金叉/唐奇安突破/均线多头排列/量价突破,双均线死叉,-3.43,-0.33,-51.18,69,46.38,-0.01
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线/吊灯ATR,89.12,6.16,-25.11,34,41.18,0.25
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线&吊灯ATR,96.08,6.52,-28.98,25,40.0,0.22
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线/移动止盈,91.76,6.29,-25.11,34,41.18,0.25
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线&移动止盈,51.4,3.96,-37.93,14,50.0,0.1
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线/唐奇安下轨,101.71,6.8,-25.11,33,42.42,0.27
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线&唐奇安下轨,82.67,5.81,-31.66,28,32.14,0.18
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线/双均线死叉,70.15,5.11,-10.74,72,51.39,0.48
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线&双均线死叉,76.59,5.48,-48.66,29,31.03,0.11
双均线金叉/唐奇安突破/均线多头排列/量价突破,吊灯ATR/移动止盈,85.39,5.96,-28.98,26,38.46,0.21
双均线金叉/唐奇安突破/均线多头排列/量价突破,吊灯ATR&移动止盈,40.51,3.24,-37.93,15,46.67,0.09
双均线金叉/唐奇安突破/均线多头排列/量价突破,吊灯ATR/唐奇安下轨,77.03,5.5,-31.66,29,31.03,0.17
双均线金叉/唐奇安突破/均线多头排列/量价突破,吊灯ATR&唐奇安下轨,76.84,5.49,-32.4,25,40.0,0.17
双均线金叉/唐奇安突破/均线多头排列/量价突破,吊灯ATR/双均线死叉,63.48,4.72,-13.64,70,50.0,0.35
双均线金叉/唐奇安突破/均线多头排列/量价突破,吊灯ATR&双均线死叉,76.45,5.47,-48.84,25,32.0,0.11
双均线金叉/唐奇安突破/均线多头排列/量价突破,移动止盈/唐奇安下轨,73.66,5.31,-31.66,29,31.03,0.17
双均线金叉/唐奇安突破/均线多头排列/量价突破,移动止盈&唐奇安下轨,44.96,3.54,-39.12,14,50.0,0.09
双均线金叉/唐奇安突破/均线多头排列/量价突破,移动止盈/双均线死叉,32.99,2.71,-29.07,70,45.71,0.09
双均线金叉/唐奇安突破/均线多头排列/量价突破,移动止盈&双均线死叉,74.04,5.33,-48.66,14,42.86,0.11
双均线金叉/唐奇安突破/均线多头排列/量价突破,唐奇安下轨/双均线死叉,52.04,4.01,-16.0,71,47.89,0.25
双均线金叉/唐奇安突破/均线多头排列/量价突破,唐奇安下轨&双均线死叉,71.17,5.17,-50.91,23,21.74,0.1
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线/吊灯ATR/移动止盈,89.12,6.16,-25.11,34,41.18,0.25
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线&吊灯ATR&移动止盈,51.4,3.96,-37.93,14,50.0,0.1
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线/吊灯ATR/唐奇安下轨,89.12,6.16,-25.11,34,41.18,0.25
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线&吊灯ATR&唐奇安下轨,76.84,5.49,-32.4,25,40.0,0.17
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线/吊灯ATR/双均线死叉,59.91,4.5,-10.74,72,51.39,0.42
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线&吊灯ATR&双均线死叉,61.93,4.62,-53.64,23,30.43,0.09
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线/移动止盈/唐奇安下轨,91.76,6.29,-25.11,34,41.18,0.25
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线&移动止盈&唐奇安下轨,44.96,3.54,-39.12,14,50.0,0.09
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线/移动止盈/双均线死叉,70.15,5.11,-10.74,72,51.39,0.48
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线&移动止盈&双均线死叉,62.22,4.64,-51.04,13,38.46,0.09
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线/唐奇安下轨/双均线死叉,70.15,5.11,-10.74,72,51.39,0.48
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线&唐奇安下轨&双均线死叉,71.17,5.17,-50.91,23,21.74,0.1
双均线金叉/唐奇安突破/均线多头排列/量价突破,吊灯ATR/移动止盈/唐奇安下轨,77.03,5.5,-31.66,29,31.03,0.17
双均线金叉/唐奇安突破/均线多头排列/量价突破,吊灯ATR&移动止盈&唐奇安下轨,44.96,3.54,-39.12,14,50.0,0.09
双均线金叉/唐奇安突破/均线多头排列/量价突破,吊灯ATR/移动止盈/双均线死叉,63.48,4.72,-13.64,70,50.0,0.35
双均线金叉/唐奇安突破/均线多头排列/量价突破,吊灯ATR&移动止盈&双均线死叉,74.04,5.33,-48.66,14,42.86,0.11
双均线金叉/唐奇安突破/均线多头排列/量价突破,吊灯ATR/唐奇安下轨/双均线死叉,46.93,3.67,-16.0,71,49.3,0.23
双均线金叉/唐奇安突破/均线多头排列/量价突破,吊灯ATR&唐奇安下轨&双均线死叉,53.16,4.08,-53.99,21,23.81,0.08
双均线金叉/唐奇安突破/均线多头排列/量价突破,移动止盈/唐奇安下轨/双均线死叉,52.04,4.01,-16.0,71,47.89,0.25
双均线金叉/唐奇安突破/均线多头排列/量价突破,移动止盈&唐奇安下轨&双均线死叉,61.19,4.58,-51.48,12,41.67,0.09
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线/吊灯ATR/移动止盈/唐奇安下轨,89.12,6.16,-25.11,34,41.18,0.25
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线&吊灯ATR&移动止盈&唐奇安下轨,44.96,3.54,-39.12,14,50.0,0.09
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线/吊灯ATR/移动止盈/双均线死叉,59.91,4.5,-10.74,72,51.39,0.42
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线&吊灯ATR&移动止盈&双均线死叉,62.22,4.64,-51.04,13,38.46,0.09
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线/吊灯ATR/唐奇安下轨/双均线死叉,59.91,4.5,-10.74,72,51.39,0.42
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线&吊灯ATR&唐奇安下轨&双均线死叉,53.16,4.08,-53.99,21,23.81,0.08
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线/移动止盈/唐奇安下轨/双均线死叉,70.15,5.11,-10.74,72,51.39,0.48
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线&移动止盈&唐奇安下轨&双均线死叉,61.19,4.58,-51.48,12,41.67,0.09
双均线金叉/唐奇安突破/均线多头排列/量价突破,吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,46.93,3.67,-16.0,71,49.3,0.23
双均线金叉/唐奇安突破/均线多头排列/量价突破,吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,61.19,4.58,-51.48,12,41.67,0.09
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线/吊灯ATR/移动止盈/唐奇安下轨/双均线死叉,59.91,4.5,-10.74,72,51.39,0.42
双均线金叉/唐奇安突破/均线多头排列/量价突破,跌破均线&吊灯ATR&移动止盈&唐奇安下轨&双均线死叉,61.19,4.58,-51.48,12,41.67,0.09
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线,-4.0,-0.38,-11.17,4,25.0,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,吊灯ATR,-13.58,-1.36,-18.61,4,25.0,-0.07
双均线金叉&唐奇安突破&均线多头排列&量价突破,移动止盈,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,唐奇安下轨,-2.76,-0.26,-12.36,4,50.0,-0.02
双均线金叉&唐奇安突破&均线多头排列&量价突破,双均线死叉,45.14,3.55,-18.26,1,100.0,0.19
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线/吊灯ATR,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线&吊灯ATR,-13.99,-1.4,-18.68,4,0.0,-0.07
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线/移动止盈,-4.0,-0.38,-11.17,4,25.0,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线&移动止盈,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线/唐奇安下轨,-4.0,-0.38,-11.17,4,25.0,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线&唐奇安下轨,-2.76,-0.26,-12.36,4,50.0,-0.02
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线/双均线死叉,-4.0,-0.38,-11.17,4,25.0,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线&双均线死叉,46.77,3.66,-18.26,1,100.0,0.2
双均线金叉&唐奇安突破&均线多头排列&量价突破,吊灯ATR/移动止盈,-13.58,-1.36,-18.61,4,25.0,-0.07
双均线金叉&唐奇安突破&均线多头排列&量价突破,吊灯ATR&移动止盈,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,吊灯ATR/唐奇安下轨,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,吊灯ATR&唐奇安下轨,-12.87,-1.28,-19.76,4,25.0,-0.06
双均线金叉&唐奇安突破&均线多头排列&量价突破,吊灯ATR/双均线死叉,-13.58,-1.36,-18.61,4,25.0,-0.07
双均线金叉&唐奇安突破&均线多头排列&量价突破,吊灯ATR&双均线死叉,45.14,3.55,-18.26,1,100.0,0.19
双均线金叉&唐奇安突破&均线多头排列&量价突破,移动止盈/唐奇安下轨,-2.76,-0.26,-12.36,4,50.0,-0.02
双均线金叉&唐奇安突破&均线多头排列&量价突破,移动止盈&唐奇安下轨,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,移动止盈/双均线死叉,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,移动止盈&双均线死叉,45.14,3.55,-18.26,1,100.0,0.19
双均线金叉&唐奇安突破&均线多头排列&量价突破,唐奇安下轨/双均线死叉,-2.76,-0.26,-12.36,4,50.0,-0.02
双均线金叉&唐奇安突破&均线多头排列&量价突破,唐奇安下轨&双均线死叉,33.01,2.71,-18.45,1,100.0,0.15
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线/吊灯ATR/移动止盈,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线&吊灯ATR&移动止盈,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线/吊灯ATR/唐奇安下轨,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线&吊灯ATR&唐奇安下轨,-12.87,-1.28,-19.76,4,25.0,-0.06
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线/吊灯ATR/双均线死叉,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线&吊灯ATR&双均线死叉,46.77,3.66,-18.26,1,100.0,0.2
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线/移动止盈/唐奇安下轨,-4.0,-0.38,-11.17,4,25.0,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线&移动止盈&唐奇安下轨,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线/移动止盈/双均线死叉,-4.0,-0.38,-11.17,4,25.0,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线&移动止盈&双均线死叉,44.4,3.5,-18.26,1,100.0,0.19
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线/唐奇安下轨/双均线死叉,-4.0,-0.38,-11.17,4,25.0,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,跌破均线&唐奇安下轨&双均线死叉,33.01,2.71,-18.45,1,100.0,0.15
双均线金叉&唐奇安突破&均线多头排列&量价突破,吊灯ATR/移动止盈/唐奇安下轨,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,吊灯ATR&移动止盈&唐奇安下轨,-7.56,-0.73,-25.17,3,33.33,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,吊灯ATR/移动止盈/双均线死叉,-13.58,-1.36,-18.61,4,25.0,-0.07
双均线金叉&唐奇安突破&均线多头排列&量价突破,吊灯ATR&移动止盈&双均线死叉,45.14,3.55,-18.26,1,100.0,0.19
双均线金叉&唐奇安突破&均线多头排列&量价突破,吊灯ATR/唐奇安下轨/双均线死叉,-3.55,-0.34,-11.11,4,50.0,-0.03
双均线金叉&唐奇安突破&均线多头排列&量价突破,吊灯ATR&唐奇安下轨&双均线死叉,33.01,2.71,-18.45,1,100.0,0.15
双均线金叉&唐奇安突破&均线多头排列&量价突破,移动止盈/唐奇安下轨/双均线死叉,-2.76,-0.26,-12.36,4,50.0,-0.02
